pays,nom pap,auteur,titre,editeur,type,editeur trad,periode
ARGENTINE,Victoria Ocampo,Sémelin Jacques ,Purifier et détruire;usages politiques des masacres et génocides,Éd. du Seuil,inconnu,UNSAM,2012-03-01
ARGENTINE,Victoria Ocampo,Autin-Grenier Pierre,Toute une vie bien ratée,Gallimard,inconnu,Dedalus,2013-02-01
ARGENTINE,Victoria Ocampo,Béziat Julien ,Mäko,L'École des loisirs,Jeunesse,Adriana Hidalgo,2013-02-01
ARGENTINE,Victoria Ocampo,Bon François ,Mécanique,Verdier,inconnu,Mardulce,2013-02-01
ARGENTINE,Victoria Ocampo,Cauquelin Anne ,À l'angle des mondes possibles,PUF,inconnu,Adriana Hidalgo,2013-02-01
ARGENTINE,Victoria Ocampo,Copi,La femme assise,Stock,inconnu,Cuenco de Plata,2013-02-01
ARGENTINE,Victoria Ocampo,Dejours Christopheet Genet Isabelle,Psychopathologie du travail,Elsevier Masson ,SHS,Mino y Davila,2013-06-01
ARGENTINE,Victoria Ocampo,Didi-Huberman Georges,Peuples exposés peuples figurants,Éd. de Minuit,SHS,Manantial,2013-06-01
ARGENTINE,Victoria Ocampo,Fontenaille Eliseet Lopiz Violeta,Les Poings sur les îles,Le Rouergue,Jeunesse,Planta editora,2013-06-01
ARGENTINE,Victoria Ocampo,Foucault Michel,Dits et écrits : sélection de textes,Gallimard,inconnu,El Siglo XXI,2013-02-01
ARGENTINE,Victoria Ocampo,Guattari Félix,Lignes de fuite.Pour un autre monde de possibles,Éd. de l'Aube,SHS,Cactus,2013-06-01
ARGENTINE,Victoria Ocampo,Jullien François ,Figure de l'immanence,Grasset & Fasquelle,inconnu,Hilos de Ariadna,2013-02-01
ARGENTINE,Victoria Ocampo,Kerbrat-Orecchioni Catherine ,L'Énonciation de la subjectivité dans le langage,Armand Colin,inconnu,Colihue,2013-02-01
ARGENTINE,Victoria Ocampo,Lacoue-Labarthe Philippe,Agonie terminée;agonie interminable,Galilée,Littérature,Nueva visión,2013-06-01
ARGENTINE,Victoria Ocampo,Laé Jean-Françoiset Murard Numa,Deux générations dans la débine:ethnographie d'une ville ouvrière,Bayard,SHS,Universidad General Sarmiento,2013-06-01
ARGENTINE,Victoria Ocampo,Le Huche Magali,Rosa Lune et les loups,Didier Jeunesse//Rageot,Jeunesse,Adriana Hidalgo,2013-02-01
ARGENTINE,Victoria Ocampo,Lefort Claude,La complication,Librairie Arthème Fayard,SHS,Prometeo,2013-06-01
ARGENTINE,Victoria Ocampo,Lowy Michael,Max Weber et les paradoxes de la modernité,PUF,inconnu,Nueva visión,2013-02-01
ARGENTINE,Victoria Ocampo,Maniglier Patrice et Zabunyan Dork ,Foucault va au cinéma,Bayard,inconnu,Nueva visión,2013-02-01
ARGENTINE,Victoria Ocampo,Pavis Patrice ,La Mise en scène contemporaine,Armand Colin,inconnu,Colihue,2013-02-01
ARGENTINE,Victoria Ocampo,Quignard Pascal ,Les Désarçonnés,Grasset & Fasquelle,inconnu,Cuenco de Plata,2013-02-01
ARGENTINE,Victoria Ocampo,Rancière Jacques,Bela Tarr; le temps d'après,Capricci,Arts,Cuenco de Plata,2013-06-01
ARGENTINE,Victoria Ocampo,Rancière Jacques,La Leçon d'Althusser,La Fabrique,inconnu,Ed. Libros del Zorzal,2013-02-01
ARGENTINE,Victoria Ocampo,Raynaud Isabelle ,Lire et écrire un scénario,Armand Colin,inconnu,La Marca,2013-02-01
ARGENTINE,Victoria Ocampo,Smadja Eric,Le couple et son histoire,PUF,SHS,Biblos,2013-06-01
ARMÉNIE,Vahan Terian,Beckett Samuel ,En attendant Godot,Éd. de Minuit,inconnu,Actual Art,2009-09-01
ARMÉNIE,Vahan Terian,Bouvier Nicolas,Journal d'Aran,Payot & Rivages,inconnu,Actual Art,2009-09-01
ARMÉNIE,Vahan Terian,Quignard Pascal ,Tous les matins du monde,Gallimard,inconnu,Actual Art,2009-09-01
ARMÉNIE,Vahan Terian,Marian Michelet Imsel Ahmet,Dialogue sur le tabou arménien,Liana Lévi,Documents/Essais d'actualité,Actual Art,2010-03-01
ARMÉNIE,Vahan Terian,Nothomb Amélie,Stupeur et tremblement,Albin Michel,Littérature,Actual Art,2010-03-01
ARMÉNIE,Vahan Terian,Fournier Jean-Louis,Où on va; papa?,Stock,Littérature,Actual Art,2011-09-01
ARMÉNIE,Vahan Terian,Robbe-Grillet Alain,La Jalousie,Éd. de Minuit,Fiction,Actual Art,2011-09-01
ARMÉNIE,Vahan Terian,Robbe-Grillet Alain,Préface à une vie d'écrivain,Éd. du Seuil, Essai,Actual Art,2011-09-01
ARMÉNIE,Vahan Terian,Arsand Daniel,Un certain mois d'avril à Adana,Flammarion, Essai,Actual Art,2012-09-01
ARMÉNIE,Vahan Terian,Houellebecq Michel,Les Particules élémenatires,Flammarion, Essai,Antares,2012-09-01
ARMÉNIE,Vahan Terian,Blanchot Maurice,L'arrêt de mort  Le dernier homme La folie du jour,Gallimard,Littérature,Club littéraire Inknagir,2013-06-01
ARMÉNIE,Vahan Terian,Echenoz Jean,14>> DROITS,Éd. de Minuit,Littérature,Nairi,2013-06-01
ARMÉNIE,Vahan Terian,Simon Claude,L'Acacia,Éd. de Minuit,Littérature,Nairi,2013-06-01
AUTRICHE,Musil,Nancy Jean-Luc,Vérité de la démocratie,Galilée,inconnu,Passagen Verlag,2008-01-01
AUTRICHE,Musil,Virilio Paul,Le futurisme de l'instant,Galilée,inconnu,Passagen Verlag,2008-01-01
AUTRICHE,Musil,Rancière Jacques,Le Spectateur émancipé,La Fabrique,inconnu,Passagen Verlag,2009-09-01
AUTRICHE,Musil,Virilio Paul,Bunker Archéologie,Galilée,inconnu,Passagen Verlag,2009-09-01
AUTRICHE,Musil,Derrida Jacques,La bête et le souverain. Vol II,Galilée,Universitaire/Enseignement supérieur,Passagen Verlag,2010-03-01
AUTRICHE,Musil,Glucksmann André,Les Deux Chemins de la philosophie,Plon,Documents/Essais d'actualité,Passagen Verlag,2010-03-01
AUTRICHE,Musil,Jullien François ,Le Pont des singes,Galilée,Documents/Essais d'actualité,Passagen Verlag,2010-03-01
AUTRICHE,Musil,Nancy Jean-Luc,Identité,Galilée,Universitaire/Enseignement supérieur,Passagen Verlag,2010-03-01
AUTRICHE,Musil,Nancy Jean-Luc,Le Plaisir au dessin,Galilée,Universitaire/Enseignement supérieur,Passagen Verlag,2010-03-01
AUTRICHE,Musil,Badiou Alain et Truong Nikolas,L'Éloge de l'amour,Flammarion,Philosophie/Religion,Passagen Verlag,2011-03-01
