"pays","nom pap","auteur","titre","editeur","type","editeur trad"
"BULGARIE","VITOCHA","COLLECTIF","Mon premier dictionnaire trilingue","Nathan","Sciences Sociales et Humaines","Colibri","1990-01-01"
"BULGARIE","VITOCHA","COLLECTIF","La Montagne","Fleurus","Jeunesse","Pan Publishing House","1990-01-01"
"BULGARIE","VITOCHA","COLLECTIF","La Musique","Larousse","Jeunesse","Sluntse","1990-01-01"
"BULGARIE","VITOCHA","COLLECTIF","Napoléon et l’Empire. ABCdaire","Flammarion","Sciences Sociales et Humaines","Uniscorp","1990-01-01"
"BULGARIE","VITOCHA","COLLECTIF","Les Œuvres artistiques","Larousse","Jeunesse","Icon","1990-01-01"
"BULGARIE","VITOCHA","COLLECTIF","Les Peuples (coll. « Ma première encyclopédie»)","Larousse","Jeunesse","Sluntse","1990-01-01"
"BULGARIE","VITOCHA","COLLECTIF","Les Plantes (coll. « Ma première encyclopédie»)","Larousse","Jeunesse","Sluntse","1990-01-01"
"BULGARIE","VITOCHA","COLLECTIF","La Science (coll. « Ma première encyclopédie»)","Larousse","Jeunesse","Sluntse","1990-01-01"
"BULGARIE","VITOCHA","COLLECTIF","Le temps qu’il fait (coll. « Ma première encyclopédie»)","Larousse","Jeunesse","Sluntse","1990-01-01"
"BULGARIE","VITOCHA","COLLECTIF","La Terre (coll. « Ma première encyclopédie»)","Larousse","Jeunesse","Sluntse","1990-01-01"
"BULGARIE","VITOCHA","COLLECTIF","Les Transports (coll. « Ma première encyclopédie»)","Larousse","Jeunesse","Sluntse","1990-01-01"
"BULGARIE","VITOCHA","COLLECTIF","L’Univers (coll. « Ma première encyclopédie»)","Larousse","Jeunesse","Sluntse","1990-01-01"
"BULGARIE","VITOCHA","AGACINSKI SYLVIANE","Le Passeur de temps","Le Seuil","Sciences Sociales et Humaines","Lik","1990-01-01"
"BULGARIE","VITOCHA","AGACINSKI SYLVIANE","Politique des sexes","Le Seuil","Sciences Sociales et Humaines","HURA","1990-01-01"
"BULGARIE","VITOCHA","AGACINSKI SYLVIANE","Volume","Galilée","Sciences Sociales et Humaines","HURA","1990-01-01"
"BULGARIE","VITOCHA","AGNÈS YVES","Manuel de journalisme","La Découverte","Sciences Sociales et Humaines","Kama","1990-01-01"
"BULGARIE","VITOCHA","ANDREU GUILLEMETTE","ABCdaire de l’Égypte ancienne","Flammarion","Sciences Sociales et Humaines","Uniscorp","1990-01-01"
"BULGARIE","VITOCHA","ANDREVON JEAN-PIERRE","Le Reflux de la nuit","Denoël","Sciences Sociales et Humaines","Dimant","1990-01-01"
"BULGARIE","VITOCHA","ANOUILH JEAN","Becket ou l’Honneur de Dieu","La Table Ronde","Lettres","Critique et Humanisme","1990-01-01"
"BULGARIE","VITOCHA","ARAGON LOUIS","La Mise à mort","Gallimard","Lettres","Prozorets","1990-01-01"
"BULGARIE","VITOCHA","ARIÈS PHILIPPE","L’Homme devant la mort (tomes I et II)","Le Seuil","Sciences Sociales et Humaines","Lik","1990-01-01"
"BULGARIE","VITOCHA","ARON PAUL","Le Dictionnaire du littéraire","PUF","Lettres","Kama","1990-01-01"
"BULGARIE","VITOCHA","ARON RAYMOND","Démocratie et Totalitarisme","Gallimard","Philosophie","Arges","1990-01-01"
"BULGARIE","VITOCHA","ARON RAYMOND","Dix-Huit Leçons sur la société industrielle","Gallimard","Philosophie","Liubomadrie","1990-01-01"
"BULGARIE","VITOCHA","ARON RAYMOND","Études politiques","Gallimard","Sciences Sociales et Humaines","Eon-2000","1990-01-01"
"BULGARIE","VITOCHA","ARON RAYMOND","Histoire et dialectique de la violence","Gallimard","Philosophie","Liubomadrie","1990-01-01"
"BULGARIE","VITOCHA","ARON RAYMOND","Œuvres choisies","Gallimard","Philosophie","Multitrade & Microprinting","1990-01-01"
"BULGARIE","VITOCHA","ARON RAYMOND","Paix et guerre entre les nations","Calmann-Lévy","Sciences Sociales et Humaines","Sophi-R","1990-01-01"
"BULGARIE","VITOCHA","ARTAUD ANTONIN","Autour du théâtre et son double","Gallimard","Lettres","Sonm","1990-01-01"
"BULGARIE","VITOCHA","ARTAUD ANTONIN","Deux Projets de mise en scène","Gallimard","Lettres","Sonm","1990-01-01"
"BULGARIE","VITOCHA","ARTAUD ANTONIN","Théâtre d’Alfred Jarry","Gallimard","Lettres","Sonm","1990-01-01"
"BULGARIE","VITOCHA","ARTAUD ANTONIN","Le Théâtre de Séraphin","Gallimard","Lettres","Sonm","1990-01-01"
"BULGARIE","VITOCHA","ARTAUD ANTONIN","Le Théâtre et son double","Gallimard","Lettres","Sonm","1990-01-01"
"BULGARIE","VITOCHA","ATTALI JACQUES","Dictionnaire du XXI e siècle","Fayard","Sciences Sociales et Humaines","Lik","1990-01-01"
"BULGARIE","VITOCHA","ATTALI JACQUES","Les Juifs, le Monde et l’Argent","Fayard","Sciences Sociales et Humaines","Riva","1990-01-01"
"BULGARIE","VITOCHA","ATTALI JACQUES","La Parole et l’Outil","PUF","Sciences Sociales et Humaines","Arges","1990-01-01"
"BULGARIE","VITOCHA","ATTALI JACQUES & GUILLAUME MARC","L’Anti-Économique","PUF","Sciences Sociales et Humaines","St Kliment Ohridski","1990-01-01"
"BULGARIE","VITOCHA","AUDEBERT-LASROCHAS PATRICK","La Négociation","Organisation","Sciences et Techniques","Princeps","1990-01-01"
"BULGARIE","VITOCHA","AUDOUARD ANTOINE","Adieu, mon unique","Gallimard","Lettres","Delacort","1990-01-01"
"BULGARIE","VITOCHA","AULNOY MARIE-CATHERINE (D ’), BEAUMONT (LE PRINCE DE), LUBERT JEANNE-MARIE & SÉGUR (COMTESSE DE)","Contes de fées de célèbres femmes de lettres françaises","","Jeunesse","Sonm","1990-01-01"
"BULGARIE","VITOCHA","AYMÉ MARCEL","Les Contes du chat perché","Gallimard","Jeunesse","Eurasia Abagar","1990-01-01"
"BULGARIE","VITOCHA","AZÉMA JEAN-PIERRE & BÉDARIDA FRANÇOIS","Le Régime de Vichy et les Français","Fayard","Sciences Sociales et Humaines","Kama","1990-01-01"
"BULGARIE","VITOCHA","BACHELARD GASTON","La Poétique de la rêverie","PUF","Philosophie","Arges","1990-01-01"
"BULGARIE","VITOCHA","BADINTER ÉLISABETH","XY. De l’identité masculine","Odile Jacob","Sciences Sociales et Humaines","Colibri","1990-01-01"
"BULGARIE","VITOCHA","BARBEY D ’AUREVILLY JULES","L’Ensorcelée","","Lettres","Eurasia Abagar","1990-01-01"
"BULGARIE","VITOCHA","BARBIER FRÉDÉRIC","Histoire des médias. De Diderot à internet","Armand Colin","Sciences Sociales et Humaines","Kama","1990-01-01"
"BULGARIE","VITOCHA","BARRE RAYMOND & TEULON FRÉDÉRIC","Économie politique (2 vol.)","PUF","Sciences Sociales et Humaines","Kama","1990-01-01"
"BULGARIE","VITOCHA","BARRY NICOLAS (DE)","Le Parfum. ABCdaire","Flammarion","Sciences Sociales et Humaines","Uniscorp","1990-01-01"
"BULGARIE","VITOCHA","BARTHÉLEMY DOMINIQUE","Nouvelle Histoire de la France médiévale (tome III).","Le Seuil","Sciences Sociales et Humaines","Arges","1990-01-01"
"BULGARIE","VITOCHA","BARTHES ROLAND","L’Ordre seigneurial (XI e - XIII e siècles) La Chambre claire","Le Seuil/Gallimard","Lettres","Agata-A","1990-01-01"
"BULGARIE","VITOCHA","BARTHES ROLAND","Le Degré zéro de l’écriture","Le Seuil","Lettres","Colibri","1990-01-01"
"BULGARIE","VITOCHA","BARTHES ROLAND","Mythologies","Le Seuil","Sciences Sociales et Humaines","Colibri","1990-01-01"
"BULGARIE","VITOCHA","BARTHES ROLAND","La Préparation du roman I et II","Le Seuil","Sciences Sociales et Humaines","Lik","1990-01-01"
"BULGARIE","VITOCHA","BARTHES ROLAND","Roland Barthes","Le Seuil","Philosophie","Agata-A","1990-01-01"
"BULGARIE","VITOCHA","BARTHES ROLAND","Système de la mode","Le Seuil","Lettres","Agata-A","1990-01-01"
"BULGARIE","VITOCHA","BARUCH JACQUES-OLIVIER","L’Infiniment rapide","Hachette","Jeunesse","Znak","1990-01-01"
"BULGARIE","VITOCHA","BATAILLE GEORGES","Le Bleu du ciel","Pauvert","Lettres","Paradox","1990-01-01"
"BULGARIE","VITOCHA","BATAILLE GEORGES","L’Érotisme","Minuit","Lettres","Critique et Humanisme","1990-01-01"
"BULGARIE","VITOCHA","BATAILLE GEORGES","Histoire de l’œil","Pauvert","Lettres","Paradox","1990-01-01"
"BULGARIE","VITOCHA","BATAILLE GEORGES","La Littérature et le Mal","Gallimard","Lettres","Arges","1990-01-01"
"BULGARIE","VITOCHA","BATAILLE GEORGES","Madame Edwarda","Pauvert","Lettres","Paradox","1990-01-01"
"BULGARIE","VITOCHA","BATAILLE GEORGES","Théorie de la religion","Gallimard","Lettres","Christo Botev","1990-01-01"
"BULGARIE","VITOCHA","BAUDRILLARD JEAN","Amérique","Grasset","Philosophie","Eurasia Abagar","1990-01-01"
"BULGARIE","VITOCHA","BAUDRILLARD JEAN","Cool memories I","Galilée","Philosophie","Eurasia Abagar","1990-01-01"
"BULGARIE","VITOCHA","BAUDRILLARD JEAN","L’Illusion de la fin","Galilée","Philosophie","Critique et Humanisme","1990-01-01"
"BULGARIE","VITOCHA","BAUDRILLARD JEAN","Pour une critique de l’économie politique du signe","Gallimard","Philosophie","Critique et Humanisme","1990-01-01"
"BULGARIE","VITOCHA","BAUDRILLARD JEAN","Le Système des objets","Gallimard","Philosophie","Lik","1990-01-01"
"BULGARIE","VITOCHA","BEAUVOIR SIMONE (DE)","Le Deuxième Sexe","Gallimard","Lettres","Kollins 5","1990-01-01"
"BULGARIE","VITOCHA","BEAUVOIR SIMONE (DE)","La Femme rompue","Gallimard","Lettres","Colibri","1990-01-01"
"BULGARIE","VITOCHA","BEAUVOIR SIMONE (DE)","Pour une morale de l’ambiguité","Gallimard","Sciences Sociales et Humaines","Nouaka I Izkoustvo","1990-01-01"
"BULGARIE","VITOCHA","BECKETT SAMUEL","Comment c’est","Minuit","Lettres","Eurasia Abagar","1990-01-01"
"BULGARIE","VITOCHA","BECKETT SAMUEL","En attendant Godot","Minuit","Lettres","Fama","1990-01-01"
"BULGARIE","VITOCHA","BECKETT SAMUEL","L’Innommable","Minuit","Lettres","Fama","1990-01-01"
"BULGARIE","VITOCHA","BECKETT SAMUEL","Malone meurt","Minuit","Lettres","Fama","1990-01-01"
"BULGARIE","VITOCHA","BECKETT SAMUEL","Molloy","Minuit","Lettres","Fama","1990-01-01"
"BULGARIE","VITOCHA","BECKETT SAMUEL","Murphy","Minuit","Lettres","Fama","1990-01-01"
"BULGARIE","VITOCHA","BECKETT SAMUEL","Poèmes","Minuit","Lettres","Litavra","1990-01-01"
"BULGARIE","VITOCHA","BEIGBEDER FRÉDÉRIC","14,99 euros","Grasset","Lettres","Supermarto","1990-01-01"
"BULGARIE","VITOCHA","BEIGBEDER FRÉDÉRIC","L’Amour dure trois ans","Grasset","Lettres","Pulsio Supermarto-Martin Tzanev","1990-01-01"
"BULGARIE","VITOCHA","BELTRANDO-PATIER MARIE-CLAIRE","Histoire de la musique","Bordas","Arts","Musica","1990-01-01"
"BULGARIE","VITOCHA","BENBASSA ESTHER","Histoire des juifs des Balkans","Contrat d’auteur","Sciences Sociales et Humaines","Colibri","1990-01-01"
"BULGARIE","VITOCHA","BÉNÉTON PHILIPPE","Le Conservatisme","PUF","Sciences Sociales et Humaines","St Kliment Ohridski","1990-01-01"
"BULGARIE","VITOCHA","BENOIST LUC","Signes, symboles et mythes","PUF","Sciences Sociales et Humaines","Et « Odri»","1990-01-01"
"BULGARIE","VITOCHA","BÉRARD ÉVELYNE & LAVENNE CHRISTIAN","Exercices pour l’apprentissage du français. Modes d’emploi","Hatier","Sciences Sociales et Humaines","Lettera","1990-01-01"
"BULGARIE","VITOCHA","BÉRARD ÉVELYNE & LAVENNE CHRISTIAN","Grammaire utile du français. Modes d’emploi","Hatier","Sciences Sociales et Humaines","Lettera","1990-01-01"
"BULGARIE","VITOCHA","BERGER YVES","Immobile dans le courant du fleuve","Grasset","Lettres","Nov Zlatorog","1990-01-01"
"BULGARIE","VITOCHA","BERGER YVES","Le Monde après la pluie","Grasset","Lettres","Nov Zlatorog","1990-01-01"
"BULGARIE","VITOCHA","BERGÈRE MARIE-CLAIRE","Histoire de Shanghaï","Fayard","Sciences Sociales et Humaines","Riva","1990-01-01"
"BULGARIE","VITOCHA","BERGSON HENRI","Les Deux Sources de la morale et de la religion","PUF","Philosophie","Arges","1990-01-01"
"BULGARIE","VITOCHA","BERGSON HENRI","Essai sur les données immédiates de la conscience","PUF","Philosophie","Odri","1990-01-01"
"BULGARIE","VITOCHA","BERMAN ANTOINE","La Traduction et la lettre ou l’auberge du lointain","Le Seuil","Lettres","Panorama","1990-01-01"
"BULGARIE","VITOCHA","BERNANOS GEORGES","Sous le soleil de Satan","Plon","Lettres","Sofia","1990-01-01"
"BULGARIE","VITOCHA","BESANÇON ALAIN","Le Malheur du siècle","Fayard","Sciences Sociales et Humaines","Lik","1990-01-01"
"BULGARIE","VITOCHA","BLACHÈRE RÉGIS","Le Coran","PUF","Sciences Sociales et Humaines","Odri","1990-01-01"
"BULGARIE","VITOCHA","BLANCHOT MAURICE","L’Espace littéraire","Gallimard","Lettres","Lik","1990-01-01"
"BULGARIE","VITOCHA","BLASBAND PHILIPPE","De cendres et de fumées","Gallimard","Lettres","SEMA","1990-01-01"
"BULGARIE","VITOCHA","BOIVIN MICHEL","Histoire de l’Inde","PUF","Sciences Sociales et Humaines","Kama","1990-01-01"
"BULGARIE","VITOCHA","BONARDEL FRANÇOISE","L’Hermétisme","PUF","Sciences Sociales et Humaines","St Kliment Ohridski","1990-01-01"
"BULGARIE","VITOCHA","BONGRAND MICHEL","Le Marketing politique","PUF","Sciences Sociales et Humaines","St Kliment Ohridski","1990-01-01"
"BULGARIE","VITOCHA","BONNEFOY YVES","Choix de poèmes","Mercure de France","Lettres","Ango Boyanov","1990-01-01"
"BULGARIE","VITOCHA","BOSQUET ALAIN","Je ne suis pas prète d’eau douce","Gallimard","Lettres","Nov Zlatorog","1990-01-01"
"BULGARIE","VITOCHA","BOSQUET ALAIN","Le Métier d’otage","Gallimard","Lettres","Nov Zlatorog","1990-01-01"
"BULGARIE","VITOCHA","BOSQUET ALAIN","Sonnets pour une fin de siècle","Gallimard","Lettres","Nov Zlatorog","1990-01-01"
"BULGARIE","VITOCHA","BOSQUET ALAIN","Le Tourment de Dieu","Gallimard","Lettres","Nov Zlatorog","1990-01-01"
"BULGARIE","VITOCHA","BOSQUET ALAIN","Un jour après la vie (extraits)","Gallimard","Lettres","Nov Zlatorog","1990-01-01"
"BULGARIE","VITOCHA","BOTTI LAURENT","Pleine brume","Robert Laffont","Lettres","Uniscorp","1990-01-01"
"BULGARIE","VITOCHA","BOULOUIS JEAN","Contentieux communautaire","Dalloz","Sciences Sociales et Humaines","Belte Brezi","1990-01-01"
"BULGARIE","VITOCHA","BOULOUIS JEAN","Droit institutionnel des Communautés européennes","Montchrestien","Sciences Sociales et Humaines","St Kliment Ohridski","1990-01-01"
"BULGARIE","VITOCHA","BOURDIEU PIERRE","Choses dites","Minuit","Sciences Sociales et Humaines","St Kliment Ohridski","1990-01-01"
"BULGARIE","VITOCHA","BOURDIEU PIERRE","La Domination masculine","Le Seuil","Sciences Sociales et Humaines","Lik","1990-01-01"
"BULGARIE","VITOCHA","BOURDIEU PIERRE","Raisons pratiques. Sur la théorie de l’action","Le Seuil","Sciences Sociales et Humaines","Critique et Humanisme","1990-01-01"
"BULGARIE","VITOCHA","BOURDIEU PIERRE","Les Règles de l’art","Le Seuil","Sciences Sociales et Humaines","St Kliment Ohridski","1990-01-01"
"BULGARIE","VITOCHA","BOURDIEU PIERRE","Les Règles de l’art","Le Seuil","Sciences Sociales et Humaines","Maison des sciences de l’homme","1990-01-01"
"BULGARIE","VITOCHA","BOURGAT MARCELLE","Technique de la danse","PUF","Arts","Kama","1990-01-01"
"BULGARIE","VITOCHA","BOURGEADE PIERRE","L’Armoire","Gallimard","Lettres","Lege Artis","1990-01-01"
"BULGARIE","VITOCHA","BOURGEADE PIERRE","Éros mécanique","Gallimard","Lettres","Paradox","1990-01-01"
"BULGARIE","VITOCHA","BOURGEADE PIERRE","Les Immortelles","Gallimard","Lettres","Lege Artis","1990-01-01"
"BULGARIE","VITOCHA","BOURIN-DERRUAU MONIQUE","Nouvelle Histoire de la France médiévale (tome IV). Temps d’équilibres, Le Seuil","","Sciences Sociales et Humaines","Arges","1990-01-01"
"BULGARIE","VITOCHA","BOUVIER ALAIN","temps de ruptures (XIII e siècle) Dictionnaire des mathématiques","PUF","Sciences et Techniques","Kama","1990-01-01"
"BULGARIE","VITOCHA","BOUVIER NICOLAS","Chronique japonaise","Payot","Lettres","Riva","1990-01-01"
"BULGARIE","VITOCHA","BOUVIER NICOLAS","L’Usage du monde","La Découverte","Sciences Sociales et Humaines","Riva","1990-01-01"
"BULGARIE","VITOCHA","BRAUDEL FERNAND","Civilisation matérielle, économie et capitalisme (XV e - XVIII e siècles)","Armand Colin","Sciences Sociales et Humaines","Prozoretz","1990-01-01"
"BULGARIE","VITOCHA","BRAUDEL FERNAND","La Grammaire des civilisations","Flammarion","Sciences Sociales et Humaines","Kama","1990-01-01"
"BULGARIE","VITOCHA","BRETON ANDRÉ","Choix de poèmes","Pauvert/Gallimard","Lettres","Hemus","1990-01-01"
"BULGARIE","VITOCHA","BRETON ANDRÉ","Manifestes du surréalisme","Pauvert","Lettres","Lik","1990-01-01"
"BULGARIE","VITOCHA","BRETON ANDRÉ","Nadja","Gallimard","Lettres","Paradox","1990-01-01"
"BULGARIE","VITOCHA","BRETON ANDRÉ","Les Pas perdus","Gallimard","Lettres","Arges","1990-01-01"
"BULGARIE","VITOCHA","BRETON ROLAND","4 titres de la collection « Que sais-je ? »","PUF","Sciences Sociales et Humaines","Odri","1990-01-01"
"BULGARIE","VITOCHA","BROCHARD PHILIPPE","Beethoven, le géant de la musique","Nathan","Jeunesse","Intervigor/Vita-s","1990-01-01"
"BULGARIE","VITOCHA","BROCHARD PHILIPPE","Chopin, la musique au grand cœur","Nathan","Jeunesse","Intervigor/Vita-s","1990-01-01"
"BULGARIE","VITOCHA","BROCHARD PHILIPPE","Vivaldi, la passion d’une vie","Nathan","Jeunesse","Intervigor/Vita-s","1990-01-01"
"BULGARIE","VITOCHA","BROCHARD PHILIPPE & OUDOT CHRISTINE","Mozart, un jeune prodige","Nathan","Jeunesse","Intervigor/Vita-s","1990-01-01"
"BULGARIE","VITOCHA","BROUÉ PIERRE","Histoire de l’Internationale communiste","Fayard","Sciences Sociales et Humaines","Kama","1990-01-01"
"BULGARIE","VITOCHA","BRUCKNER PASCAL","L’Euphorie perpétuelle","Grasset","Sciences Sociales et Humaines","Gloria Mundi","1990-01-01"
"BULGARIE","VITOCHA","BRUCKNER PASCAL","Lunes de fiel","Le Seuil","Lettres","Gloria Mundi","1990-01-01"
"BULGARIE","VITOCHA","BRUCKNER PASCAL","La Mélancolie démocratique","Le Seuil","Lettres","Liubomadrie","1990-01-01"
"BULGARIE","VITOCHA","BRUCKNER PASCAL","La Tentation de l’innocence","Grasset","Lettres","Liubomadrie","1990-01-01"
"BULGARIE","VITOCHA","BRUCKNER PASCAL","Les Voleurs de beauté","Grasset","Lettres","Gloria Mundi","1990-01-01"
"BULGARIE","VITOCHA","BRUN JEAN","Socrate","PUF","Philosophie","Odri","1990-01-01"
"BULGARIE","VITOCHA","BRUNEL PIERRE","Dictionnaire des mythes littéraires","Éd. du Rocher","Lettres","Riva","1990-01-01"
"BULGARIE","VITOCHA","BRUSSOLO SERGE","Boulevard des banquises","Denoël","Lettres","Dimant","1990-01-01"
"BULGARIE","VITOCHA","BRUSSOLO SERGE","Le Carnaval de fer","Denoël","Lettres","Argus","1990-01-01"
"BULGARIE","VITOCHA","BRUSSOLO SERGE","Peggy Sue et les fantômes (tome I). Le Jour du chien bleu","Plon","Jeunesse","Fakel Express","1990-01-01"
"BULGARIE","VITOCHA","BRUSSOLO SERGE","Peggy Sue et les fantômes (tome II). Le Sommeil du démon","Plon","Jeunesse","Fakel Express","1990-01-01"
"BULGARIE","VITOCHA","BUJOR FLAVIA","La Prophétie des pierres","Anne Carrière","Lettres","Uniscorp","1990-01-01"
"BULGARIE","VITOCHA","BUNUEL LUIS","Mon dernier soupir","Laffont","Arts","Colibri","1990-01-01"
"BULGARIE","VITOCHA","BURBAN JEAN-LOUIS","Le Conseil de l’Europe","PUF","Sciences Sociales et Humaines","St Kliment Ohridski","1990-01-01"
"BULGARIE","VITOCHA","BUTOR MICHEL","La Modification","Minuit","Lettres","Colibri","1990-01-01"
"BULGARIE","VITOCHA","CAILLOIS ROGER","L’Homme et le Sacré","Gallimard","Lettres","Lik","1990-01-01"
"BULGARIE","VITOCHA","CAMUS ALBERT","Caligula","Gallimard","Lettres","Naouka i Izkoustvo","1990-01-01"
"BULGARIE","VITOCHA","CAMUS ALBERT","L’Envers et l’Endroit","Gallimard","Lettres","Lik","1990-01-01"
"BULGARIE","VITOCHA","CAMUS ALBERT","Essais","Gallimard","Lettres","Naouka i Izkoustvo","1990-01-01"
"BULGARIE","VITOCHA","CAMUS ALBERT","L’Étranger","Gallimard","Lettres","Fama","1990-01-01"
"BULGARIE","VITOCHA","CAMUS ALBERT","L’Homme révolté","Gallimard","Lettres","Lik","1990-01-01"
"BULGARIE","VITOCHA","CAMUS ALBERT","Le Malentendu","Gallimard","Lettres","Naouka i Izkoustvo","1990-01-01"
"BULGARIE","VITOCHA","CAMUS ALBERT","La Mort heureuse","Gallimard","Lettres","Naouka i Izkoustvo","1990-01-01"
"BULGARIE","VITOCHA","CAMUS ALBERT","Le Mythe de Sisyphe.","Gallimard","Lettres","Fama","1990-01-01"
"BULGARIE","VITOCHA","CAMUS ALBERT","La Peste","Gallimard","Lettres","Fama","1990-01-01"
"BULGARIE","VITOCHA","CAMUS ALBERT","Le Premier Homme","Gallimard","Lettres","Eurasia Abagar","1990-01-01"
"BULGARIE","VITOCHA","CANAULT NINA","L’Infiniment petit","Hachette","Jeunesse","Znak","1990-01-01"
"BULGARIE","VITOCHA","CANGUILHEM GEORGES","Le Normal et le Pathologique","PUF","Philosophie","St Kliment Ohridski","1990-01-01"
"BULGARIE","VITOCHA","CARBONNIER JEAN","Droit civil (tome I), Introduction","PUF","Sciences Sociales et Humaines","Lik","1990-01-01"
"BULGARIE","VITOCHA","CARBONNIER JEAN","Flexible Droit","Montchrestien","Sciences Sociales et Humaines","Lik","1990-01-01"
"BULGARIE","VITOCHA","CARCO FRANCIS","Le Roman de François Villon","Albin Michel","Lettres","Nov Zlatorog","1990-01-01"
"BULGARIE","VITOCHA","CARPENTIER JEAN","Histoire de la Méditerranée","Le Seuil","Sciences Sociales et Humaines","Riva","1990-01-01"
"BULGARIE","VITOCHA","CASTEL PHILIPPE PIERRE-HENRI","La Métamorphose impensable","Gallimard","Sciences Sociales et Humaines","SEMA","1990-01-01"
"BULGARIE","VITOCHA","CÉLINE LOUIS-FERDINAND","Mort à crédit","Gallimard","Lettres","Eurasia Abagar","1990-01-01"
"BULGARIE","VITOCHA","CÉLINE LOUIS-FERDINAND","Voyage au bout de la nuit","Gallimard","Lettres","Colibri","1990-01-01"
"BULGARIE","VITOCHA","CENDRARS BLAISE","Du monde entier au cœur du monde","Denoël","Lettres","Nov Zlatorog","1990-01-01"
"BULGARIE","VITOCHA","CENDRARS BLAISE","Histoires vraies (extrait)","Denoël","Lettres","Poslanie","1990-01-01"
